 65 58  0            18 16  0            66  2  0    18 21  0
 65 56  0            19 47  0            66  0  0    19 50  0
 65 44 28            20 30 91            65 48 24    20 33 46
 65 55  0            20 32  0            65 59 10    20 36 10
 65 59  0            20 45  0            65 55  0    20 48  0
 65 57 30            20 58 97            65 54 36    21  7 82
 65 37 62            21  1 87            65 33 40    21  5 31
 66 21 93            16 41 90            66 26 25    16 42 94
 66 15 76            16 48 22            66 18 61    16 40 92
 66  8  0            17 32  0            66 11 50    17 26  0
 66 20  0            17 42  0            66 24  0    17 47  0
 66 27  0            17 36  0            66 27  0    17 26  0
 66 14  0            17 45  0            66 10  0    17 43  0
 66 15  0            17 30  0            66 19  0    17 30  0
 66 15  0            17 19  0            66 11  0    17 22  0
 66 15  0            18 18  0            66 18  0    18 23  0
 66 26  0            18 22  0            66 30  0    18 22  0
 66 20  0            18 27  0            66 24  0    18 27  0
 66 27  0            18  7  0            66 24  0    18 14  0
 66  5  0            18 21  0            66  9  0    18 25  0
 66 22  0            18 48  0            66 25 40    18 54 20
 66 19  0            19 47  0            66 23 15    19 46 25
 66 21 50            19 37 47            66 17 50    19 36 20
 66 15  0            19 36  0            66 13 50    19 46 12
 66 20  0            19  3  0            66 24  0    19  5  0
 66  5  0            19 47  0            66  7 37    19 38 60
 66 11  0            19 10  0            66 15  0    19  9  0
 66  0  0            19 54  0            66  3  0    19 48  0
 66 20  0            19 24  0            66 20  0    19 14  0
 66  5  0            19 54  0            66  9  0    19 51  0
 66 11  0            20 38  0            66 15  0    20 39  0
 66 23  0            20 47  0            66 27  0    20 48  0
 66 13  0            20  0  0            66 17  0    20  0  0
 66 20  0            20 18  0            66 24  0    20 20  0
 66 29 40            21  2 97            66 26  0    21  8  0
 66 24 50            21 15 60            66 28 34    21 19 86
 66 30  0            21 36 20            66 30 12    21 47 11
 66 24  0            21 25  0            66 20  4    21 20  4
 66 20  0            21  3  0            66 16  0    21  3  0
 66 17  0            21 17  0            66 14  0    21  9  0
 66  9  0            21 15  0            66  4 88    21 14 21
 66 43 91            15 11 12            66 48  9    15 10 72
 66 55 91            15 11 84            66 58 23    15  2 88
 66 43 88            15 50 11            66 44  0    15 40 15
 66 41  2            15 39  0            66 37 85    15 33 66
 66 47 99            15 55 31            66 52  7    15 53 31
 66 35  5            15  6  9            66 33 90    15 16  8
 66 35 18            15 27  1            66 38 26    15 21  0
 66 44 78            15 23 98            66 43 19    15 33 38
 66 30 25            15 24 14            66 32  6    15 33  3
 66 55 10            15 27 77            66 56 36    15 37 28
 66 45 37            16 47 30            66 49 71    16 45 85
 66 55  7            16 50 30            66 55 19    16 39 19
 66 45  9            16 30 12            66 45 17    16 19 77
 66 50 17            16 15 12            66 47 66    16  6 85
 67  0  1            16 50  2            67  0  4    16 39 40
 66 44 22            16 50 13            66 40 12    16 47 49
 66 40 84            16  2 41            66 45 20    16  1 85
 66 40  1            16 56 93            66 36 95    16 50 44
 66 45 41            16 39 70            66 49 62    16 35 92
 66 39 42            16 25 58            66 40  5    16 14 61
 66 41  0            17 17  0            66 37  0    17 18  0
 66 55  0            18  0  0            66 51  0    18  0  0
 66 50  0            17 18  0            66 54  0    17 18  0
 66 45  0            17 24  0            66 45  0    17 12  0
 66 45  0            17  3  0            66 48 19    17  9 36
 66 49  0            18 29  0            66 50  0    18 19  0
 66 59  0            18 28  0            66 55  0    18 28  0
 66 38  0            18  0  0            66 39  0    18  9  0
 66 42  0            18 31  0            66 45  0    18 24  0
 66 35  0            18 24  0            66 39  0    18 25  0
 66 30  0            18 36  0            66 34  0    18 33  0
 66 42  0            18 21  0            66 45  0    18 15  0
 66 46 59            18 34  8            66 50 65    18 33 58
 66 35  0            18  6  0            66 37  0    18 15  0
 66 57  0            18 48  0            67  0  0    18 51  0
 66 44  0            19 31  0            66 47  0    19 38  0
 66 35  0            19 40  0            66 39  0    19 35  0
 66 39  0            19 48  0            66 42  0    19 44  0
 66 41  0            19 13  0            66 37  0    19 17  0
 66 30  0            19 24  0            66 34  0    19 22  0
 66 45  0            19 21  0            66 49  0    19 22  0
 66 45  0            19 57  0            66 47  0    19 48  0
 66 34  0            20 13  0            66 37  0    20  4  0
 66 39  0            20  0  0            66 43  0    20  0  0
 66 48  0            20 48  0            66 51  0    20 40  0
 66 59  0            20 50  0            66 59  0    20 41  0
 66 56  0            20 30  0            66 58  0    20 22  0
 66 55  0            20 55  0            66 58  0    21  0  0
 66 35  0            20 27  0            66 37  0    20 17  0
 66 40  0            20 18  0            66 42  0    20  9  0
 66 30  0            20 42  0            66 34  0    20 43  0
 66 40  0            21 27  0            66 40  0    21 17  0
 66 53  0            21 10  0            66 54  0    20 58  0
 66 44  0            21 13  0            66 48  0    21  8  0
 66 48  0            21 27  0            66 49  0    21 16  0
 66 36  0            21 55  0            66 37  0    21 45  0
 66 35  0            21 33  0            66 39  0    21 27  0
 66 55  0            21 39  0            66 56  0    21 29  0
